TagName,TagValue,TagQuality
ER_LOAD.STN.MW.PPS,#N/A,0
ER_LINES.LINE.ARB-PPS1.MW,-92.413567,1
ER_LINES.LINE.ARB-PPS2.MW,-82.400932,1
ER_LINES.LINE.PRP-PPS1.MW,#N/A,0
ER_LINES.LINE.PRP-PPS2.MW,#N/A,0
ERMISC.STN.TOTAL.ER_TH,22228.85156,1
ER_GEN.STN.MW.TEESTA,0,0
ER_GEN_U.STN.MW.MJA5,#N/A,0
ER_GEN_U.STN.MW.MJA6,#N/A,0
ER_ISGS_SCH.STN.MW.TEESTA,0,1
ER_GEN_U.STN.MW.SND5,#N/A,0
ER_GEN_U.STN.MW.DPL7,201.629547,1
ER_GEN_P.STN.MW.TNG1,242.930176,0
ER_GEN_P.STN.MW.BKA1,#N/A,0
ER_GEN_P.STN.MW.BKB1,#N/A,0
ER_GEN_P.STN.MW.CHD1,#N/A,0
ER_GEN_P.STN.MW.MJA1,#N/A,0
ER_GEN_P.STN.MW.DGP1,#N/A,0
ER_GEN_P.STN.MW.MTG1,#N/A,0
ER_GEN_P.STN.MW.MTH1,#N/A,0
ER_GEN_P.STN.MW.PNH1,#N/A,0
ER_GEN_P.STN.MW.TTP,#N/A,0
ER_GEN_P.STN.MW.IB1,#N/A,0
ER_GEN_P.STN.MW.BUL1,#N/A,0
ER_GEN_P.STN.MW.BMA1,#N/A,0
ER_GEN_P.STN.MW.RGL1,#N/A,0
ER_GEN_P.STN.MW.UKL1,#N/A,0
ER_GEN_P.STN.MW.IVT1,#N/A,0
ER_GEN_P.STN.MW.BND1,#N/A,0
ER_GEN_P.STN.MW.SND1,#N/A,0
ER_GEN_P.STN.MW.KLG1,#N/A,0
ER_GEN_P.STN.MW.BKS1,#N/A,0
ER_GEN_P.STN.MW.DPL1,#N/A,0
ER_GEN_P.STN.MW.TST1,#N/A,0
ER_GEN_P.STN.MW.PTR1,#N/A,0
ER_GEN_P.STN.MW.SUB1,#N/A,0
ER_GEN_P.STN.MW.BRU1,#N/A,0
ER_GEN_P.STN.MW.MZF1,#N/A,0
ER_GEN_P.STN.MW.MCK1,#N/A,0
ER_GEN_P.STN.MW.CHP1,#N/A,0
ER_GEN_P.STN.MW.NAL1,#N/A,0
ER_GEN_P.STN.MW.JAL1,#N/A,0
ER_GEN_P.STN.MW.RMM1,#N/A,0
ER_GEN_P.STN.MW.TCF1,#N/A,0
ER_GEN_P.STN.MW.PSP1,#N/A,0
ER_GEN_P.STN.MW.SGR1,#N/A,0
ER_LINES.LINE.PPS-PRP1.MW,#N/A,0
ER_LINES.LINE.PPS-PRP2.MW,#N/A,0
ER_LINES.LINE.RCH-MTN1.MW,#N/A,0
ER_LINES.LINE.RCH-MTN2.MW,#N/A,0
ER_LINES.LINE.RCH-HTN1.MW,#N/A,0
ER_LINES.LINE.RCH-HTN2.MW,#N/A,0
ER_LINES.LINE.RCH-CHN1.MW,#N/A,0
ER_LINES.LINE.RCH-CHN2.MW,#N/A,0
ER_STN.STN.VOLTAGE.RCH,#N/A,0
ER_STN.STN.VOLTAGE.PAT,#N/A,0
ER_ISGS_SCH.STN.MW.KHG2,777.559998,1
ER_ISGS_DC.STN.MW.KHG2,1413.75,1
ER_ISGS_GEN.STN.MW.KHG2,798.786926,1
ERMISC.STN.PARM.ANGLE,#N/A,0
ER_IR_EX.STN.MW.RCH-SIP1,#N/A,0
ER_IR_EX.STN.MW.RCH-SIP2,#N/A,0
UI_ER_RATE,356.609375,1
ER_ISGS_SCH.STN.MW.KHG1,420.420013,1
ER_ISGS_DC.STN.MW.KHG1,750,1
ER_ISGS_GEN.STN.MW.KHG1,434.481689,1
ER_REG_DMND,21805.84375,1
ER_LINES.LINE.GAR-RIH.MW,#N/A,0
ER_LINES.LINE.SON-RIH.MW,#N/A,0
ER_LINES.LINE.KAR-SHP1.MW,#N/A,0
ER_LINES.LINE.KAR-SHP1.MW,#N/A,0
ER_NR.TTC_EXPORT.MW,#N/A,0
ER_SR.TTC_EXPORT.MW,#N/A,0
ER_WR.TTC_EXPORT.MW,#N/A,0
ER_NE.TTC_EXPORT.MW,#N/A,0
ER_NR.TTC_IMPORT.MW,#N/A,0
ER_SR.TTC_IMPORT.MW,#N/A,0
ER_WR.TTC_IMPORT.MW,#N/A,0
ER_NE.TTC_IMPORT.MW,#N/A,0
ER_NR.ATC_EXPORT.MW,#N/A,0
ER_SR.ATC_EXPORT.MW,#N/A,0
ER_WR.ATC_EXPORT.MW,#N/A,0
ER_NE.ATC_EXPORT.MW,#N/A,0
ER_NR.ATC_IMPORT.MW,#N/A,0
ER_SR.ATC_IMPORT.MW,#N/A,0
ER_WR.ATC_IMPORT.MW,#N/A,0
ER_NE.ATC_IMPORT.MW,#N/A,0
ER_JEY_KV1,#N/A,0
ER_JEY_KV2,#N/A,0
ER_IR_EX.STN.MW.BAR-BAL1,#N/A,0
ER_IR_EX.STN.MW.BAR-BAL2,#N/A,0
ER_IR_EX.STN.MW.PUS-BAL4,#N/A,0
ER_IR_EX.STN.MW.GAY_FTH,#N/A,0
ER_IR_EX.STN.MW.RKL-RGR3,#N/A,0
ER_IR_EX.STN.MW.RKL-STE2,#N/A,0
ER_IR_EX.STN.MW.RKL-STE4,#N/A,0
REV_TEXT,KHG DC REVN,
ACE_BSB,29.17,1
ACE_JH,-83.99,1
ACE_DVC,130.19,1
ACE_ORISSA,-102.55,1
ACE_WB,48.94,1
ACE_SIKKIM,19.26,1
BH_SCHEDULE,"3,616.99",
JH_SCHEDULE,"1,309.11",
DVC_SCHEDULE,-451.98,
GR_SCHEDULE,"1,689.71",
WB_SCHEDULE,"3,075.34",
SI_SCHEDULE,71.52,
ER_SCHEDULE,"9,528.22",
BD_SCHEDULE,943.05,
NP_SCHEDULE,433.49,
WR_SCHEDULE,"-1,170.48",
SR_SCHEDULE,"2,392.74",
NR_SCHEDULE,154.86,
NER_SCHEDULE,684.06,
BH_ACTUAL,"3,646.69",
JH_ACTUAL,"1,219.58",
DVC_ACTUAL,-331.39,
GR_ACTUAL,"1,589.49",
WB_ACTUAL,"3,112.81",
SI_ACTUAL,90.68,
ER_ACTUAL,"9,327.86",
BD_ACTUAL,944.17,
NP_ACTUAL,451.58,
WR_ACTUAL,-51.30,
SR_ACTUAL,"3,610.49",
NR_ACTUAL,"-2,776.96",
NER_ACTUAL,214.79,
FRK_ST1&2_SCHEDULE,823.06,
FRK_ST3_SCHEDULE,259.18,
KHSTPP1_SCHEDULE,420.42,
KHSTPP2_SCHEDULE,777.56,
BARH_SCHEDULE,342.12,
NABIN_SCHEDULE,500.50,
KBUNL2_SCHEDULE,195.19,
NPGC_SCHEDULE,"1,026.38",
DARLIPALLI_SCHEDULE,"1,492.00",
APNRL_SCHEDULE,288.85,
JITPL_SCHEDULE,"1,038.86",
CHEP_SCHEDULE,46.00,
MTHRB_SCHEDULE,822.50,
GMR_SCHEDULE,533.43,
KURICHU_SCHEDULE,0.00,
TEESTA3_SCHEDULE,0.00,
RANGIT_SCHEDULE,36.00,
TEESTAV_SCHEDULE,0.00,
TALA_SCHEDULE,0.00,
MANGDECHU_SCHEDULE,0.00,
DIKCHU_SCHEDULE,0.00,
TASHIDING_SCHEDULE,42.00,
JORETHANG_SCHEDULE,0.00,
FRK_ST1&2_ACTUAL,907.99,
FRK_ST3_ACTUAL,278.40,
KHSTPP1_ACTUAL,434.48,
KHSTPP2_ACTUAL,798.79,
BARH_ACTUAL,793.61,
NABIN_ACTUAL,131.64,
KBUNL2_ACTUAL,204.33,
NPGC_ACTUAL,0.00,
DARLIPALLI_ACTUAL,"1,494.43",
APNRL_ACTUAL,287.97,
JITPL_ACTUAL,"1,038.00",
CHEP_ACTUAL,46.12,
MTHRB_ACTUAL,841.89,
GMR_ACTUAL,531.00,
KURICHU_ACTUAL,22.00,
TEESTA3_ACTUAL,0.00,
RANGIT_ACTUAL,25.81,
TEESTAV_ACTUAL,0.00,
TALA_ACTUAL,-18.26,
MANGDECHU_ACTUAL,158.61,
DIKCHU_ACTUAL,-0.97,
TASHIDING_ACTUAL,43.00,
JORETHANG_ACTUAL,-0.07,
ROURK_FREQ,50.00,
0320A009,322.98,
03209009,-320.20,
03D16005,0.00,
03209014,0.00,
0320A044,-136.26,
03D16023,135.72,
0320A014,-135.11,
03D16021,137.65,
0320A046,-276.13,
03225005,278.82,
0320A048,-276.74,
03225014,0.00,
0320A038,89.07,
0320C031,-94.99,
0320A040,87.15,
0320C033,-91.61,
03203025,90.16,
03B30025,-90.16,
03203027,79.57,
03B30028,-79.57,
03203050,81.62,
03B30102,-81.62,
0320A024,120.23,
03D39027,-116.51,
0320A026,122.31,
03D39030,-119.48,
0320A034,114.63,
03D4D033,-117.16,
0320A036,115.96,
03D4D036,-118.56,
03242027,157.08,
03673017,-155.56,
03242029,157.51,
03673020,-150.42,
0321E027,317.06,
036A0049,-309.92,
0321E029,318.64,
036A0054,-312.01,
03220055,24.93,
03B7F025,-60.51,
03220057,24.59,
03B7F028,-60.82,
03B25014,46.51,
03B26013,46.51,
03B25017,46.19,
03B26016,46.19,
03227049,58.21,
03B84010,-59.66,
03227047,58.74,
03B84007,-60.19,
03047058,5.27,
03166009,34.25,
03047026,44.13,
03166007,34.64,
03048004,49.99,
03166021,107.81,
03048006,45.37,
03166023,58.14,
03047054,0.00,
03091042,15.18,
03047056,133.62,
03091044,15.73,
03207034,116.46,
03056005,-115.60,
03207036,115.86,
03056007,-119.49,
03640029,-70.98,
03602027,-70.59,
03640032,69.82,
03602029,-70.07,
0320A022,-222.05,
0320A064,0.00,
0320A020,-218.03,
0324C013,62.62,
0324C017,62.18,
03243005,-95.65,
03243012,-95.47,
0320B009,84.19,
0320B011,79.46,
03220050,-52.85,
03220048,-53.09,
03220044,82.79,
0321E025,-161.39,
0321E031,-159.69,
0321E033,-154.61,
0321E035,-154.27,
0321E043,-263.51,
03203013,-119.89,
03203015,-122.44,
03203055,-114.22,
03230016,775.79,
03353002,770.10,
03365002,779.90,
03359028,777.80,
03358021,770.90,
0324B001,777.77,
0320F002,408.68,
0320E002,410.60,
03347002,420.07,
0334C002,386.64,
03348006,396.76,
0321C002,405.34,
03353016,403.10,
0322F002,407.57,
0332F002,425.04,
03226002,408.43,
0335F002,417.86,
03236001,417.48,
0323B001,404.11,
03243001,405.49,
03252001,411.04,
0324C001,407.89,
03254001,406.63,
03225002,401.94,
03223001,401.97,
03365013,415.60,
0320B002,404.12,
0323C001,407.59,
03D1C002,409.00,
03D00002,410.65,
03D16002,412.47,
03D1D002,404.01,
03D60002,403.87,
03D1A002,410.17,
0320A061,404.22,
0320A002,408.43,
03209002,405.97,
03235001,406.73,
03258002,409.20,
03008002,50.01,
03027002,50.01,
03037002,50.00,
03026002,403.08,
03077001,407.99,
03207002,405.09,
03206002,398.09,
03204002,399.28,
03200002,408.48,
03202002,407.04,
0321D002,401.63,
03110049,397.37,
0322C001,411.00,
03359001,411.80,
0324F023,409.50,
0322A002,405.82,
03229002,405.09,
03238001,412.90,
03201004,999.00,
03114001,409.49,
03234001,411.83,
0323D001,405.02,
03166073,405.00,
03049057,#N/A,
03606002,410.36,
03682001,404.73,
0360A002,399.23,
03630007,406.93,
03617002,403.99,
0361E002,403.62,
03675003,400.15,
0362F002,405.67,
0320D002,412.85,
0320C002,406.81,
03213002,405.08,
03219002,406.41,
036A2031,16.54,
0321E002,397.47,
03210002,404.64,
03231001,400.00,
0323F001,408.06,
03690007,402.34,
03684001,401.51,
036AD001,411.19,
03242001,396.55,
03358001,405.90,
0321F002,0.00,
03232001,410.16,
03241003,407.47,
03240001,0.00,
03257081,"1,532.65",
03257052,-61.80,
03257072,8.34,
03257057,391.46,
03257032,108.00,
03257039,238.13,
03257060,292.36,
03257075,39.42,
03257070,12.89,
03257036,-60.34,
03257074,-108.35,
03257037,42.61,
03257064,17.16,
03257071,78.00,
03257063,203.98,
03257046,92.26,
03257068,-18.76,
03257069,39.38,
03257033,-3.55,
03257076,4.56,
03257043,1.51,
03257065,343.10,
03257055,-65.92,
03257042,58.40,
03257080,143.69,
03257085,335.30,
03257079,241.13,
03257056,467.81,
03257054,2.01,
03257061,48.61,
03251062,-3.71,
03257041,116.22,
03257058,1.10,
03257089,77.27,
03257053,16.37,
03257073,-6.69,
03257050,25.02,
03257049,1.08,
03257066,146.75,
03257083,150.58,
03257084,-33.79,
03257035,68.02,
03257038,344.60,
03257031,109.09,
03257048,670.75,
03257088,#VALUE!,
03257078,-158.90,
03257047,-1.04,
03257087,0.00,
ER_DEMAND_EWEB,21805.84375,
WB_DEMAND_EWEB,8238.334961,
BH_DEMAND_EWEB,3913.418457,
JH_DEMAND_EWEB,1425.991699,
OD_DEMAND_EWEB,4918.291016,
SI_DEMAND_EWEB,90.678619,
DVC_DEMAND_EWEB,2939.634521,
LOSS_EWEB,254.06543,
FSTPP_SCHEDULE_EWEB,1082.23999,
KHSTPP_SCHEDULE_EWEB,1197.97998,
TSTPP_SCHEDULE_EWEB,513.969971,
NPGC_SCHEDULE_EWEB,1026.380005,
BRBCL_SCHEDULE_EWEB,500.5,
KBUNL_SCHEDULE_EWEB,195.190002,
BARH_SCHEDULE_EWEB,#N/A,
DARLIPALLI_SCHEDULE_EWEB,1492,
NKSTPP_SCHEDULE_EWEB,680.619995,
TEESTA5_SCHEDULE_EWEB,0,
RANGIT_SCHEDULE_EWEB,36,
GMR_SCHEDULE_EWEB,533.429993,
APNRL_SCHEDULE_EWEB,288.850006,
JITPL_SCHEDULE_EWEB,1038.859985,
TEESTA3_SCHEDULE_EWEB,0,
RONGNICHU_SCHEDULE_EWEB,0,
JORETHANG_SCHEDULE_EWEB,0,
CHEP_SCHEDULE_EWEB,46,
MAITHON RB_SCHEDULE_EWEB,822.5,
KURICHU_SCHEDULE_EWEB,0,
TALA_SCHEDULE_EWEB,0,
MANGDECHU_SCHEDULE_EWEB,0,
DIKCHU_SCHEDULE_EWEB,0,
TASHIDING_SCHEDULE_EWEB,42,
WB_BAKRESHWAR_ACTUAL_CONST_EWEB,953.86853,
WB_SANTALDIH_ACTUAL_CONST_EWEB,474.272827,
WB_SAGARDIGHI_ACTUAL_CONST_EWEB,1009.122009,
WB_BANDEL_ACTUAL_CONST_EWEB,240.274307,
WB_KOLAGHAT_ACTUAL_CONST_EWEB,595.283752,
WB_DPL_ACTUAL_CONST_EWEB,421.001099,
WB_RAMAM_ACTUAL_CONST_EWEB,0,
WB_TISTA_ACTUAL_CONST_EWEB,22.669319,
WB_JALDHAKA_ACTUAL_CONST_EWEB,24.961222,
WB_TLDP III & IV_ACTUAL_CONST_EWEB,95.81723,
WB_PPSP_ACTUAL_CONST_EWEB,0,
WB_CPPS_ACTUAL_CONST_EWEB,84.807747,
WB_REGEN_ACTUAL_CONST_EWEB,90.996384,
OD_TTPS_ACTUAL_CONST_EWEB,22.007002,
OD_IB VALLEY_ACTUAL_CONST_EWEB,365.264954,
OD_BURLA_ACTUAL_CONST_EWEB,0,
OD_CHIPLIMA_ACTUAL_CONST_EWEB,7.278804,
OD_BALIMELA_ACTUAL_CONST_EWEB,60.129173,
OD_RENGALI_ACTUAL_CONST_EWEB,0,
OD_UPPER KOLAB_ACTUAL_CONST_EWEB,80.252098,
OD_INDRAVATI_ACTUAL_CONST_EWEB,148.059525,
OD_MUCHKUND_ACTUAL_CONST_EWEB,40.475883,
OD_OPGC_ACTUAL_CONST_EWEB,1210.732056,
OD_GMR_ACTUAL_CONST_EWEB,283.019867,
OD_STERLITE(CPP)_ACTUAL_CONST_EWEB,1843.90332,
OD_VEDANT(CPP)_ACTUAL_CONST_EWEB,1148.10498,
OD_GMR(CPP)_ACTUAL_CONST_EWEB,283.498718,
OD_NALCO(CPP)_ACTUAL_CONST_EWEB,1176.071289,
OD_REGEN__ACTUAL_CONST_EWEB,335.993591,
BH_BARAUNI_ACTUAL_CONST_EWEB,266.727539,
BH_MUZAFFARPURSTAGE1_ACTUAL_CONST_EWEB,0,
BH_SOLARGENERATION_ACTUAL_CONST_EWEB,0.003204,
BH_CPPS_ACTUAL_CONST_EWEB,#N/A,
BH_REGEN_ACTUAL_CONST_EWEB,0,
JH_TENUGHAT_ACTUAL_CONST_EWEB,163.024597,
JH_SUBARNAREKHA_ACTUAL_CONST_EWEB,0,
JH_CPPS_ACTUAL_CONST_EWEB,11.41711,
JH_REGEN_ACTUAL_CONST_EWEB,0,
DVC_CTPSB_ACTUAL_CONST_EWEB,157.423508,
DVC_BOKAROA_ACTUAL_CONST_EWEB,0,
DVC_BOKAROB_ACTUAL_CONST_EWEB,0,
DVC_WARIA_ACTUAL_CONST_EWEB,0,
DVC_MEJIA_ACTUAL_CONST_EWEB,703.845215,
DVC_MEJIAB_ACTUAL_CONST_EWEB,365.417786,
DVC_DSTPS_ACTUAL_CONST_EWEB,609.198669,
DVC_PANCHET_ACTUAL_CONST_EWEB,-0.124244,
DVC_MAITHON_ACTUAL_CONST_EWEB,-0.081557,
DVC_KODERMA_ACTUAL_CONST_EWEB,759.702393,
DVC_RAGHUNATHPUR_ACTUAL_CONST_EWEB,686.45752,
DVC_REGEN_ACTUAL_CONST_EWEB,0,
WB_DRAWL_SCHEDULE_EWEB,3075.340088,
BH_DRAWL_SCHEDULE_EWEB,3616.98999,
JH_DRAWL_SCHEDULE_EWEB,1309.109985,
OD_DRAWL_SCHEDULE_EWEB,1689.709961,
SI_DRAWL_SCHEDULE_EWEB,71.519997,
DVC_DRAWL_SCHEDULE_EWEB,-451.980011,
ER-NR_DRAWL_SCHEDULE_EWEB,154.860001,
ER-WR_DRAWL_SCHEDULE_EWEB,-1170.47998,
ER-SR_DRAWL_SCHEDULE_EWEB,2392.73999,
ER-NER_DRAWL_SCHEDULE_EWEB,684.059998,
BANGLADESH_DRAWL_SCHEDULE_EWEB,943.049988,
BHUTAN_DRAWL_SCHEDULE_EWEB,11.549995,
NEPAL_DRAWL_SCHEDULE_EWEB,433.48999,
FSTPP_ACTUAL_EWEB,1096.809937,
KHSTPP_ACTUAL_EWEB,1233.268555,
TSTPP_ACTUAL_EWEB,#N/A,
NPGC_ACTUAL_EWEB,1033.343994,
BRBCL_ACTUAL_EWEB,498.689941,
KBUNL_ACTUAL_EWEB,204.33139,
BARH_ACTUAL_EWEB,#N/A,
DARLIPALLI_ACTUAL_EWEB,1494.428955,
NKSTPP_ACTUAL_EWEB,733.294739,
TEESTA5_ACTUAL_EWEB,0,
RANGIT_ACTUAL_EWEB,25.811823,
GMR_ACTUAL_EWEB,531,
APNRL_ACTUAL_EWEB,287.966553,
JITPL_ACTUAL_EWEB,1038,
TEESTA3_ACTUAL_EWEB,0,
RONGNICHU_ACTUAL_EWEB,0,
JORETHANG_ACTUAL_EWEB,0,
CHEP_ACTUAL_EWEB,46.12035,
MAITHON RB_ACTUAL_EWEB,841.894043,
KURICHU_ACTUAL_EWEB,11.959984,
TALA_ACTUAL_EWEB,-18.256954,
MANGDECHU_ACTUAL_EWEB,158.610611,
DIKCHU_ACTUAL_EWEB,-0.972586,
TASHIDING_ACTUAL_EWEB,42.996937,
FSTPP_DEVIATION_EWEB,0,
KHSTPP_DEVIATION_EWEB,35.288574,
TSTPP_DEVIATION_EWEB,#N/A,
NPGC_DEVIATION_EWEB,6.963989,
BRBCL_DEVIATION_EWEB,-1.810059,
KBUNL_DEVIATION_EWEB,9.141388,
BARH_DEVIATION_EWEB,#N/A,
DARLIPALLI_DEVIATION_EWEB,2.829834,
NKSTPP_DEVIATION_EWEB,52.674744,
TEESTA5_DEVIATION_EWEB,0,
RANGIT_DEVIATION_EWEB,-10.188177,
GMR_DEVIATION_EWEB,-2.429993,
APNRL_DEVIATION_EWEB,-0.883453,
JITPL_DEVIATION_EWEB,-0.859985,
TEESTA3_DEVIATION_EWEB,0,
RONGNICHU_DEVIATION_EWEB,1,
JORETHANG_DEVIATION_EWEB,-0.068237,
CHEP_DEVIATION_EWEB,0.12035,
MAITHON RB_DEVIATION_EWEB,19.394043,
KURICHU_DEVIATION_EWEB,#N/A,
TALA_DEVIATION_EWEB,-17.80785,
MANGDECHU_DEVIATION_EWEB,158.610611,
DIKCHU_DEVIATION_EWEB,-0.972586,
TASHIDING_DEVIATION_EWEB,0.996937,
WB_DRAWL_DEVIATION_EWEB,39.317871,
BH_DRAWL_DEVIATION_EWEB,23.875488,
JH_DRAWL_DEVIATION_EWEB,-84.15686,
OD_DRAWL_DEVIATION_EWEB,-98.928223,
SI_DRAWL_DEVIATION_EWEB,19.150642,
DVC_DRAWL_DEVIATION_EWEB,120.354004,
ER-NR_DRAWL_DEVIATION_EWEB,-2930.286133,
ER-WR_DRAWL_DEVIATION_EWEB,1122.537598,
ER-SR_DRAWL_DEVIATION_EWEB,1217.812744,
ER-NER_DRAWL_DEVIATION_EWEB,-468.966675,
BANGLADESH_DRAWL_DEVIATION_EWEB,1.124695,
BHUTAN_DRAWL_DEVIATION_EWEB,-24.194153,
NEPAL_DRAWL_DEVIATION_EWEB,16.908691,
RTG_ER00117_RTGS,1494.428955,
RTG_ER00001_RTGS,266.727539,
RTG_ER00002_RTGS,0,
RTG_ER00004_RTGS,#N/A,
RTG_ER00005_RTGS,#N/A,
RTG_ER00006_RTGS,240.274307,
RTG_ER00007_RTGS,204.514709,
RTG_ER00008_RTGS,#N/A,
RTG_ER00009_RTGS,474.272827,
RTG_ER00010_RTGS,92.014252,
RTG_ER00011_RTGS,#N/A,
RTG_ER00012_RTGS,#N/A,
RTG_ER00013_RTGS,595.283752,
RTG_ER00014_RTGS,163.024597,
RTG_ER00015_RTG,0,
RTG_ER00016_RTG,953.86853,
RTG_ER00017_RTG,0,
RTG_ER00018_RTG,1009.122009,
RTG_ER00019_RTG,#N/A,
RTG_ER00021_RTG,157.423508,
RTG_ER00022_RTG,0,
RTG_ER00023_RTG,#N/A,
RTG_ER00025_RTG,421.001099,
RTG_ER00026_RTG,#N/A,
RTG_ER00027_RTG,703.845215,
RTG_ER00028_RTG,#N/A,
RTG_ER00029_RTG,365.417786,
RTG_ER00030_RTG,609.198669,
RTG_ER00031_RTG,759.702393,
RTG_ER00032_RTG,686.45752,
RTG_ER00033_RTG,95.81723,
RTG_ER00034_RTG,#N/A,
RTG_ER00035_RTG,-2.071082,
RTG_ER00036_RTG,-0.081557,
RTG_ER00037_RTG,-0.081557,
RTG_ER00038_RTG,-0.124244,
RTG_ER00039_RTG,24.961222,
RTG_ER00040_RTG,#N/A,
RTG_ER00041_RTG,2,
RTG_ER00042_RTG,0,
RTG_ER00101_RTG,566.428101,
RTG_ER00044_RTG,#N/A,
RTG_ER00045_RTG,365.264954,
RTG_ER00046_RTG,30.90962,
RTG_ER00047_RTG,22.669319,
RTG_ER00048_RTG,283.019867,
RTG_ER00049_RTG,0,
RTG_ER00050_RTG,0,
RTG_ER00051_RTG,86.722122,
RTG_ER00052_RTG,381.628113,
RTG_ER00053_RTG,543.193176,
RTG_ER00054_RTG,50.913704,
RTG_ER00055_RTG,#N/A,
RTG_ER00056_RTG,#N/A,
RTG_ER00057_RTG,7.278804,
RTG_ER00059_RTG,60.129173,
RTG_ER00060_RTG,#N/A,
RTG_ER00061_RTG,0,
RTG_ER00062_RTG,235.354721,
RTG_ER00065_RTG,0,
RTG_ER00066_RTG,40.477242,
RTG_ER00067_RTG,0,
RTG_ER00068_RTG,907.988708,
RTG_ER00070_RTG,#N/A,
RTG_ER00069_RTG,25.811823,
RTG_ER00071_RTG,278.398438,
RTG_ER00072_RTG,841.894043,
RTG_ER00073_RTG,434.481689,
RTG_ER00074_RTG,287.966553,
RTG_ER00075_RTG,798.786926,
RTG_ER00076_RTG,531,
RTG_ER00078_RTG,1038,
RTG_ER00079_RTG,359.620789,
RTG_ER00080_RTG,200.85405,
RTG_ER00082_RTG,46.12035,
RTG_ER00083_RTG,-0.068237,
RTG_ER00084_RTG,498.689941,
RTG_ER00085_RTG,0,
RTG_ER00086_RTG,-0.972586,
RTG_ER00087_RTG,10,
RTG_ER00088_RTG,22,
RTG_ER00089_RTG,-18.256954,
RTG_ER00090_RTG,0,
RTG_ER00091_RTG,204.33139,
RTG_ER00098_RTG,609.198669,
RTG_ER00099_RTG,-492.778168,
RTG_ER00103_RTG,42.996937,
RTG_ER00104_RTG,-18.256954,
RTG_ER00106_RTG,10,
RTG_ER00108_RTG,391.210938,
RTG_ER00110_RTG,71.339996,
RTG_ER00111_RTG,9.359437,
RTG_ER00112_RTG,0,
RTG_ER00137_RTG,793.607727,
RTG_ER00140_RTG,0,
RTG_ER00142_RTG,733.294739,
RTG_ER00143_RTG,101,
RTG_ER00144_RTG,#N/A,
WB_DRAWL_ACTUAL_EWEB,3112.808838,
BH_DRAWL_ACTUAL_EWEB,3646.690918,
JH_DRAWL_ACTUAL_EWEB,1219.581177,
OD_DRAWL_ACTUAL_EWEB,1589.491333,
SI_DRAWL_ACTUAL_EWEB,90.678619,
DVC_DRAWL_ACTUAL_EWEB,-331.392181,
ER-NR_DRAWL_ACTUAL_EWEB,-2776.961182,
ER-WR_DRAWL_ACTUAL_EWEB,-51.303009,
ER-SR_DRAWL_ACTUAL_EWEB,3610.486328,
ER-NER_DRAWL_ACTUAL_EWEB,214.794556,
BANGLADESH_DRAWL_ACTUAL_EWEB,944.174683,
BHUTAN_DRAWL_ACTUAL_EWEB,-11.866158,
NEPAL_DRAWL_ACTUAL_EWEB,451.582001,
RTG_ER00138_RTG,1033.343994,
RTG_ER00114_RTG,1210.732056,
ER_FREQ_EWEB,49.998852,
WBES_SCHEDREV_EWEB,90,
